,,,,,,,,,,,,,,,,185.0,465.8,0.0
16:53:49,16:54:32,16:55:14,16:55:57,16:56:41,16:57:24,16:58:06,16:58:48,16:59:32,17:00:17,17:00:58,17:01:40,17:02:23,17:03:07,17:03:49,17:04:31,17:05:25,17:06:09,17:06:52
1,,,,,,,,,,,,,,,,,,
